title,url,body,date
Ex-Oba­ma ad­vis­er says more Pales­tin­ian kids should die in Is­lam­o­pho­bic rant,https://www.aljazeera.com/news/2023/11/22/ex-us-diplomat-goes-on-islamophobic-rant-wishes-more-dead-palestinian-kids,"‘If we killed 4,000 Palestinian kids, it wasn’t enough,’ says former diplomat Stuart Seldowitz to a halal cart vendor in one video. A former senior US official is facing a backlash after harassing a halal food vendor in New York. Stuart Seldowitz, who previously served as deputy director of the United States Department of State’s Office of Israel and Palestinian Affairs, was captured on video taunting and threatening the vendor in Manhattan. Amid the apparent argument over the ongoing Gaza war, he told his adversary that more Palestinian children should die.  “If we killed 4,000 Palestinian kids, it wasn’t enough,” Seldowitz says calmly in one exchange captured on video and posted on the social media platform X. In other exchanges, he’s heard casting slurs against Prophet Muhammad. He also threatens to use his government connections to mobilise Egypt’s secret police against the vendor, who he accuses of being a “terrorist”. “The Mukhabarat in Egypt will get your parents. Does your father like his fingernails? They’ll take them out one by one,” Seldowitz says smiling. The vendor is heard repeatedly asking him to leave and telling him he does not speak English. Seldowitz says the vendor’s lack of English fluency shows he is “ignorant”. “You should learn English, it’ll help you when they deport you back to Egypt and the Mukhabarat wants to interview you,” he tells the vendor with a grin. Seldowitz reportedly had a distinguished career with the State Department. He also served on the National Security Council’s South Asia Directorate under then-President Barack Obama and went on to become foreign affairs chair at New York lobbying firm Gotham Government Relations, according to a 2022 pressreleasefrom the company. The former diplomat admitted in an interview with The New York Times that he had gotten angry with the Manhattan vendor and said things he “probably [regrets]”. He claimed the vendor enraged him after expressing sympathies for the Palestinian group Hamas, although none of the videos shows the vendor mentioning the group. “I got rather upset and I’ve said things to him, that in retrospect, I probably regret,” Seldowitz told the newspaper. “Instead of focusing in on him and what he said, I expanded into insulting his religion and so on.” Seldowitz insisted that he is not Islamophobic, saying that he has many Muslim and Arab colleagues who could vouch for him. Gotham Government Relations on Tuesday said it had severed all ties with Seldowitz and apparently scrubbed his profile from their website. The firm’s CEO, David Schwartz, said he was “personally outraged and offended by” Seldowitz’s “vile” language and offered to legally represent the food vendor pro bono. The incident underscores growing tensions globally and in the US over the 47-day war in Gaza, which has killed at least 14,100 Palestinians, more than a third of them children. Since October 7, frequent pro-Israel and pro-Palestinedemonstrationshave taken place in New York, which has large Muslim and Jewish populations.",
"US Gen­er­al Pe­traeus: Is­rael’s war on Gaza to last for ‘months, not weeks’",https://www.aljazeera.com/program/the-bottom-line/,Content loading timed out,
‘Ter­ror­ism’: Is­rael-Hamas con­flict has gone ‘be­yond war’ says Pope Fran­cis,https://www.aljazeera.com/news/2023/11/22/terrorism-israel-hamas-conflict-has-gone-beyond-war-says-pope-francis,"‘Terrorism’: Israel-Hamas conflict has gone ‘beyond war’ says Pope Francis The violence unleashed by the state of Israel and Hamas fighters has gone beyond war to become “terrorism”, Pope Francis has stated. Speaking in unscripted remarks at his Wednesday general audience in St Peter’s Square, the head of the Catholic Church said he had heard directly how “both sides are suffering” during meetings with the Israeli relatives of Hamas-held captives and with Palestinians who have family in Gaza. “This is what wars do. But here, we have gone beyond wars. This is not war. This is terrorism,” he said. He asked for prayers so that both sides would “not go ahead with passions, which, in the end, kill everyone”. The pope’s meetings and his comments came hours after Israel and Hamasagreed to a four-day trucemediated byQatar. The two sides agreed to the release of 50 women and children held captive in Gaza in exchange for 150 Palestinian women and children held in Israeli custody.  The agreement also includes desperately needed humanitarian aid for the people of Gaza following weeks of relentless Israeli attacks that have killed more than 14,100 people, including 5,600 children, and forced about 1.7 million from their homes. About 1,200 people were killed in Hamas’s attack on Israel.",
EU to boost Gaza aid amid Is­rael-Hamas truce,https://www.aljazeera.com/news/2023/11/22/eu-to-step-up-aid-deliveries-to-gaza-during-pause-in-israel-hamas-war,"The EU chief orders the European Commission ‘to do its utmost’ to use the four-day truce to boost its aid deliveries. The European Commission says it will step up aid deliveries to Gaza during the agreed four-day pause in Israel’s war. Welcoming the agreement, Ursula von der Leyen, chief of the EU’s executive body, said the bloc will use the window to get more humanitarian into the Palestinian enclave. “The European Commission will do its utmost to use this pause for a humanitarian surge to Gaza,” she said in a statement on Wednesday, adding that “I wholeheartedly welcome the agreement”. Tamer Qarmout, assistant professor in public policy at the Doha Institute, told Al Jazeera that the most important thing that needs to be addressed during the pause is the catastrophic humanitarian condition in Gaza. “It’s about food and shelter. Winter is here in Gaza, people are sleeping outside, and there’s nothing to cover them. So it’s a disaster. Aid needs to be increased and the international community need to push Israel on this,” Qarmout said. Von der Leyen’s comments came a day after the commission announced a review of its development aid to Palestinians – ordered after the October 7 attack on Israel by Hamas – found no evidence of funds going to the armed group that rules Gaza. “The review found no indications of EU money having directly or indirectly benefitted the terrorist organisation Hamas,” Commission Executive Vice President Valdis Dombrovskis said on Tuesday. The EU is the biggest provider of development aid to Palestinians. It has earmarked about 1.2 billion euros ($1.3bn) for its programmes for the period between 2021 and 2024. Brussels was forced, in the wake of the October 7 attacks, to deny it would cut all aid to Gaza in October, following a statement by the Hungarian-nominated commissioner for neighbourhood and enlargement. Oliver Varhelyi stated on social media that “all payments” to the Palestinians had been “immediately suspended” and that “all new budget proposals,” including for 2023, had been “postponed until further notice”.  The commission scrambled to clarify that Varhelyi’s statement was not official and that humanitarian funds would continue to flow, while an “urgent review” would be conducted regarding development assistance that was earmarked but not yet disbursed.  This is a modal window. Beginning of dialog window. Escape will cancel and close the window. End of dialog window. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.  Development aid is used for projects designed to have a long-term impact, such as paying the salaries of officials at the Palestinian Authority, which governs the occupied West Bank, and the work of the United Nations Palestinian refugee agency UNRWA. It is separate from humanitarian aid, meant for urgent needs for essentials such as food, water and shelter. “The review found that the control system in place has worked. As a result payment to Palestinian beneficiaries and UNRWA will continue without any delays,” Dombrovskis told reporters. The commission said, however, that it would not proceed with plans to provide 75.6 million euros ($82.5m) for Gaza infrastructure projects that were not “feasible in the current context”. That money will now go to other projects after Israel launched its heavy bombardment of Gaza following the October 7 attacks. The enclave’s Hamas-run government says at least 14,100 Palestinians have been confirmed killed during Israel’s aerial blitz and invasion. In Israel, the official death toll from Hamas’s attacks stands at about 1,200. ",
Pho­tos: No ease in hu­man suf­fer­ing in Gaza,https://www.aljazeera.com/gallery/2023/11/22/no-ease-in-human-suffering-in-gaza,"In Pictures Israeli bombs on Tuesday continued pummeling sites across the Gaza Strip, killing dozens of Palestinians. One of the deadliest attacks was on a school in Bureij camp, where at least 20 people were killed, including children. Palestinian news agency Wafa said thousands of displaced people were sheltering at the school. Separately, Israeli attacks killed at least 19 people and wounded many others after a family home was hit in Shujayea, east of Gaza City. Fifteen people were also reported killed after the bombing of three homes in the Sabra neighbourhood in Gaza City, six people in Nuseirat refugee camp, and four in Jabalia. The Palestinian death toll from Israeli attacks on the Gaza Strip has soared to 14,128, the Health Ministry in the blockaded enclave said on Tuesday.",
"Is­rael-Hamas war: List of key events, day 47",https://www.aljazeera.com/news/2023/11/22/israel-hamas-war-list-of-key-events-day-46-2,"A truce has been agreed upon between Israel and Hamas amid new attacks on journalists – here are the major updates. Here is what to know about the truce, fighting and international developments on Wednesday,November 22, 2023:    This is a modal window. Beginning of dialog window. Escape will cancel and close the window. End of dialog window. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.   This is a modal window. Beginning of dialog window. Escape will cancel and close the window. End of dialog window. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.  ",
Turk­ish FM: Why hasn’t Turkey com­plete­ly cut ties with Is­rael?,https://www.aljazeera.com/program/talk-to-al-jazeera/,Content loading timed out,
Fin­gers ‘on the trig­ger’ amid truce deal: Hamas and Is­rael,https://www.aljazeera.com/news/2023/11/22/israel-hamas-deal-on-temporary-ceasefire-in-gaza-all-you-need-to-know,"The warring sides as well as the mediator issue statements about the first pause in hostilities since October 7. Hamas and Israel have expressed in statements their readiness to resume hostilities after theyagreedto a Qatar-mediated pause in fighting. The deal includes the release of 150 Palestinian prisoners held in Israeli jails in exchange for 50 people held captive by Hamas in Gaza since the armed group that rules the enclave stormed southern Israel on October 7. Under the terms of the deal, Israel will halt all military actions in Gaza for four days, and allow hundreds of trucks carrying humanitarian and medical aid and fuel into the territory. Here are the statements issued by the warring sides, as well as the mediator: “The State of Qatar announces the success of its joint mediation efforts undertaken with the Arab Republic of Egypt and the United States of America between Israel and the Islamic Resistance Movement (Hamas), resulting in an agreement for a humanitarian pause. The starting time of the pause will be announced within the next 24 hours and last for four days, subject to extension. The agreement includes the release of 50 civilian women and children hostages currently held in the Gaza Strip in exchange for the release of a number of Palestinian women and children detained in Israeli prisons, the number of those released will be increased in later stages of implementing the agreement. The humanitarian pause will also allow the entry of a larger number of humanitarian convoys and relief aid, including fuel designated for humanitarian needs. The State of Qatar affirms its commitment to ongoing diplomatic efforts to de-escalate tensions, stop the bloodshed, and protect civilians. In this regard, the State of Qatar appreciates the efforts of the Arab Republic of Egypt and the United States of America in reaching this agreement.” “Inspired by our responsibility towards our patient and determined Palestinian people, and our tireless endeavour to support the steadfastness of our heroic people in the dignified Gaza Strip, and to provide relief and treat their wounds, and in our work to consolidate the will of our victorious resistance on October 7 in the face of the Zionist enemy.  Following complex and difficult negotiations for many days, we announce, with the help of God Almighty, that we have reached a humanitarian truce agreement (a temporary pause in fighting) for four days, through the persistent and appreciated efforts of Qatar and Egypt, according to which [there will be]: – A pause in fighting from both sides, a cessation of all military actions by the occupation army in all areas of the Gaza Strip, and a cessation of the movement of its military vehicles penetrating into the Gaza Strip. – Allowing hundreds of trucks of humanitarian, relief, medical and fuel aid into all areas of the Gaza Strip, without exception, in the north and the south. – The release of 50 women and children below the age of 19 years of the occupation detainees, in exchange for the release of 150 women and children below the age of 19 years of our people from the occupation prisons, all according to length of their imprisonment. – Stopping air traffic in the south for four days. – Stopping air traffic in the north for six hours a day, from 10am until 4pm. – During the pause of fighting, the occupation is committed not to attack or arrest anyone in all areas of the Gaza Strip. – Ensuring freedom of movement of people (from north to south) along Salah al-Din Road. – The terms of this agreement were formulated in accordance with the vision of the resistance and its principles, which aim to serve our people and strengthen their steadfastness in the face of aggression, and it is always mindful of their sacrifices, suffering and concerns, and it conducted these negotiations from a position of steadfastness and strength in the field, despite the occupation’s attempts to prolong and procrastinate the negotiations. – While we announce the arrival of a pause of fighting agreement, we affirm that our hands will remain on the trigger, and our victorious brigades will remain on the lookout to defend our people and defeat the occupation and its aggression. – We promise our people that we will remain loyal to their blood, their sacrifices, their patience, their steadfastness, and their aspirations for liberation and freedom, the restoration of rights, and the establishment of an independent Palestinian state with Jerusalem as its capital, God willing.” “The Government of Israel is obligated to return home all of the hostages. Tonight, the government has approved the outline of the first stage of achieving this goal, according to which at least 50 hostages – women and children – will be released over four days, during which a pause in the fighting will be held. The release of every additional ten hostages will result in one additional day in the pause. The government of Israel, [the Israeli army] and the security services will continue the war in order to return home all of the hostages, complete the elimination of Hamas and ensure that there will be no new threat to the State of Israel from Gaza.”  This is a modal window. Beginning of dialog window. Escape will cancel and close the window. End of dialog window. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button. ",
Is­rael-Hamas truce deal: All that you need to know,https://www.aljazeera.com/news/2023/11/22/israel-hamas-truce-all-you-need-to-know,"The two sides have agreed to a four-day pause in fighting, but Israel has made it clear that it is not ending the war. After more than six weeks of fighting that has destroyed extensive areas of Gaza and killed thousands, Israel and Palestinian armed group Hamas haveagreed to a four-day truce. Since October 7, when Hamas fighters attacked southern Israel and killed 1,200 people, the Israeli army has been relentlessly bombarding Gaza with air and ground attacks, killingmore than 14,000 Palestinians, mostly women and children. An estimated 1.7 million Palestinians have been displaced and forced by the Israeli army to flee to the southern areas of the Strip. Here’s what you need to know about the truce deal: The agreement was mediated byQatar, which had been leading negotiations between Israel and Hamas, while coordinating with other regional and global powers, including the United States and Egypt. US President Joe Biden thanked Qatar’s Emir Sheikh Tamim bin Hamad Al Thani and President Abdel Fattah el-Sisi of Egypt for their role in the breakthrough. Israeli Prime Minister Benjamin Netanyahu said that he had leaned on Biden to secure a better deal for Israel, and thanked the US president for his efforts. Netanyahu also made it clear that the country was not ending its war on Gaza and that the stopping of fighting was only temporary.  No. As of Wednesday morning, fighting continued between the two sides. Qatar said that the start time of the pause would be declared within 24 hours. After weeks of hectic negotiations and multiple instances when a deal appeared on the horizon before falling apart, Netanyahu called a meeting of his cabinet on Tuesday night. The Israeli prime minister presented the proposed deal to his ministers, and only three members of his cabinet opposed it — National Security MinisterItamar Ben-Gvirand two other members of his far-right political party.  Neither side is expected to hold back on restarting hostilities if the other breaks — or is perceived to have broken — any of the terms of the agreement. Israel is not withdrawing its soldiers,tanks, armoured vehiclesand other military infrastructure from Gaza, which it entered late in October in a ground offensive. Israel’s parliament has 24 hours to appeal against the truce agreement with its High Court. The first exchange of captives and prisoners is expected to take place after that period, on Thursday or Friday. James Dorsey, senior fellow at the National University of Singapore’s Middle East Institute, told Al Jazeera that Israel’s temporary truce with Hamas is just a first step in difficult negotiations ahead, with a lasting peace in Gaza still far off. “What this [deal] tells you is how difficult things are going to be going forward. Once you get to the question of releasing Israeli military personnel held captive by Hamas these negotiations are going to become much more difficult. “My sense is that Israeli Prime Minister Netanyahu was caught in a bind. On the one hand domestic pressure – which wants the hostages released and wants them released now – and, on the other hand, US pressure to allow for a truce.”",
Pho­tos: Bury­ing the bod­ies of uniden­ti­fied vic­tims of Is­rael’s war on Gaza,https://www.aljazeera.com/gallery/2023/11/22/burying-the-bodies-of-unidentified-victims-of-israels-war-on-gaza,"In Pictures Deir el-Balah –Dozens of bodies, wrapped in improvised white cloths that double as shrouds, lie together in a newly dug mass grave. They are the unidentified Palestinians who were killed in Israeli attacks, their bodies are either charred beyond recognition or torn apart, to the point where the burial supervisors are sometimes not completely sure if they got the whole person. But the team at Al-Aqsa Martyrs Hospital does its best to offer the proper Islamic burial rituals to the remains, hoping that their efforts will allow the deceased victims to rest. Yasser Abu Ammar, who supervises the ritual washing of the dead at the hospital, told Al Jazeera: “About 80 percent of the bodies we receive are torn apart. We’re burying torn-apart limbs, and some bodies have their organs lacerated and exposed. “We’ve never seen anything like this, like these puzzling wounds inflicted on these mangled body parts.” Abu Ammar added that he had supervised the burial of body parts belonging to a six-member family in one shroud. “All of them barely made up one complete body,” he said. Mohammed al-Hajj, hospital spokesperson, said about 150 unknown bodies have been buried so far, documented by a committee of police and health officials. The bodies are numbered and photographed for the record. “We also include information about the Israeli bombing that hit them, the date and place of the attack and the timing,” al-Hajj said. “We also record the names of the wounded and identified deceased people who arrived at the hospital at the same time.” “It’s very hard to identify these bodies,” Abu Ammar said. “Family members resort to scrutinising body parts to catch a scar or a mole or even the burned remains of clothes that will help them identify their loved ones, but most of them can’t.” In all his years of washing and burying bodies, he said, the first time he encountered unknown bodies was during this, the current Israeli offensive on Gaza. “When I’m at home, my brain plays the tape of everything I saw that day … in detail. I can’t stop it. I’ve had the most terrible nightmares about these bodies.” “This is the most harrowing thing I’ve ever been through.” Photographs are helpful if relatives come to the hospital inquiring about their loved ones, but Abu Ammar says that in most cases, the victims’ skulls are shattered and their faces burned beyond recognition. “These bodies were human beings … had dignity,” he said. “To see their bodies reduced to burned remains or chopped pieces is unbearable.”",
World re­ac­tions to Is­rael-Hamas truce,https://www.aljazeera.com/news/2023/11/22/reactions-to-israel-hamas-ceasefire-deal,"Agreement will see some captives released from Gaza in exchange for Palestinian prisoners held in Israeli jails. Israel and Hamas have agreed to a four-day truce mediated by Qatar that will see the release of 50 women and children held captive in Gaza in exchange for 150 Palestinian women and children held in Israeli jails. Thedealwas announced on Wednesday, and the starting time is expected to be confirmed within the next 24 hours, according to a statement from Qatar. The agreement also includes desperately needed humanitarian aid for the people of Gaza following weeks of relentless Israeli attacks that have killed more than 14,100 people, including 5,600 children, and forced about 1.7 million from their homes. About 1,200 people were killed in Hamas’s attack on Israel. Here are some reactions to the announcement: The Chinese Foreign Ministry expressed hopes that the move “will help alleviate the plight of the humanitarian crisis, promote the de-escalation of conflicts, and ease tensions”. Von der Leyen welcomed the agreement reached between Israel and Hamas on the release of 50 captives and a pause in hostilities in Gaza. “The European Commission will do its utmost to use this pause for a humanitarian surge to Gaza,” she said in a statement. Egypt hailed the success of the mediation it conducted alongside Qatar and the United States in brokering a “humanitarian truce” in the Gaza Strip. Sisi also welcomed the planned “exchange of hostages for prisoners” held in Israeli jails, the president’s office said. Foreign Affairs Minister Catherine Colonna stated: “We hope that there will be French people among the first batch of hostages to be released.” “Following the mass atrocities of recent weeks, today’s agreement is welcome. “Hostage-taking and blocking of life-saving aid are war crimes that are never justified. Human beings are not bargaining chips. Ceasefire or not, unlawful attacks should cease once and for all.” Iran announced that Foreign Minister Amirabdollahian will begin a regional tour, starting in Lebanon, following the deal announcement between Israel and Hamas. “The visit is in line with Iran’s diplomatic efforts to halt the Zionist regime’s attacks on Gaza, lift the blockade and send humanitarian aid to the oppressed people of Gaza,” Nournews agency, affiliated to Iran’s top security body, reported. “The Government of Israel is obligated to return home all of the hostages,” it said in a statement. “The government of Israel, [the Israeli army] and the security services will continue the war in order to return home all of the hostages, complete the elimination of Hamas and ensure that there will be no new threat to the State of Israel from Gaza.” The far-right Israeli minister, who voted against the truce deal, has slammed the agreement, saying it sets a “dangerous precedent” and “changes the equation”. While he says that there is an “advantage” to the deal with the return of captives, “we have no right and authority to agree to the idea of ​​separating them and returning only a part”. “Hamas wanted this time-out more than anything,” he said on X. “This decision will cause us great harm for generations,” he was quoted as saying by Israeli media during the government meeting. The Jordanian foreign minister expressed some dismay about the deal, saying a “broader plan for Gaza” is needed and warning against the risk of ethnic cleansing. Despite the truce deal, there is still a huge gap in the delivery of necessary humanitarian aid, and the future of the residents of northern Gaza is in jeopardy, he added. “People must be empowered to remain in their homes, not displaced.” Furthermore, Safadi said, the situation in the West Bank is deteriorating with “potential for an explosion of violence getting very high”. “President Mahmoud Abbas and the leadership welcome the humanitarian truce agreement, appreciate the Egyptian [and] Qatari effort that has been exerted.” The PLO statement called “for a comprehensive cessation of the Israeli aggression against the Palestinian people” and reiterated the need for “humanitarian aid, and the implementation of a political solution based on international legitimacy that leads to the end of the occupation and the achievement of the Palestinian people’s freedom, independence and sovereignty”. Sheikh Mohammed wrote on X that the Gulf state hoped the deal would “establish a comprehensive and sustainable agreement” that would “put an end to the war and the bloodshed and lead to serious talks for a comprehensive and just peace process”.  The Kremlin hailed the agreement as the “first good news for a long time”. “Russia and most countries in the world have been calling for a ceasefire and for a humanitarian pause. Because it is only on the basis of these kinds of pauses that some outlines of future attempts at a sustainable settlement can be built,” Peskov said. “Humanitarian aid should be sustained and expanded, and it should not later become contingent on further hostage releases,” said Faisal bin Farhan Al Saud. “Punishing the civilian population of Gaza for the holding of those hostages is absolutely not acceptable,” he added. The Turkish president said he is considering going to Egypt to help arrange more help for the injured in Gaza. The Islamic world must act in a spirit of unity and solidarity on Gaza, Erdogan told reporters. “When that fist hits the table with all its force, it will not be possible for Israel to continue its occupation or oppression.” He said efforts must be made to ensure a ceasefire, deliver sufficient aid to Gaza and rebuild the city using economic, political and diplomatic means. “We must force Israel to comply with international law and be held accountable for its actions,” he added. “I may arrange a trip to Egypt as soon as possible,” Erdogan said, to discuss evacuations of the injured. Cameron stated that the pause was a “crucial step towards providing relief to the families of the hostages and addressing the humanitarian crisis in Gaza. “I urge all parties to ensure the agreement is delivered in full,” Cameron said. Biden welcomed the deal and thanked Qatar and Egypt for their efforts to secure the agreement. “Jill and I have been keeping all those held hostage and their loved ones close to our hearts these many weeks, and I am extraordinarily gratified that some of these brave souls, who have endured weeks of captivity and an unspeakable ordeal, will be reunited with their families once this deal is fully implemented,” he said in astatement. He stressed it needed to be “carried through in its entirety” and that it was “important that all aspects of this deal be fully implemented”. Blinken, replying to Biden’s statement on X, applauded the role of the US in the deal. “Today’s outcome is the result of tireless diplomacy and relentless effort across the United States government,” he posted. “While this deal marks significant progress, we will not rest as long as Hamas continues to hold hostages in Gaza.”  Schumer, who leads the US Senate, said he was “pleased and relieved” that 50 captives would soon be returning to their families. He said it was a “positive development” that the pause in fighting would “allow additional humanitarian assistance into Gaza for the millions of innocent Palestinians who have nothing to do with Hamas” and said the Senate would “continue working to pass additional humanitarian assistance for innocent Palestinians, and make sure that Israel has the aid it needs to defend itself to ensure Hamas can never again pose such a threat to Israel”. Pope Francis said the conflict had gone beyond war to become “terrorism” after separate meetings with Israeli relatives of hostages held by Hamas, as well as Palestinians with family in Gaza. Speaking in unscripted remarks at his Wednesday general audience in St Peter’s Square, Francis said he heard directly how “both sides are suffering”. Russell, who has recently returned from a trip to southern Gaza, welcomed the agreement to pause the fighting but said the truce was not enough to save lives. “For children to survive…, for humanitarian workers to stay and effectively deliver…, humanitarian pauses are simply not enough,” she told the UN Security Council. Russell called for “an urgent humanitarian ceasefire to immediately put a stop to this carnage.”",
"Is­rael, Hamas agree to truce, paving way for some cap­tives’ re­lease",https://www.aljazeera.com/news/2023/11/22/israel-agrees-to-ceasefire-deal-paving-way-for-some-captives-release,"Fifty women and children held captive in Gaza will be released in exchange for Palestinian women and children in Israeli prisons. Israel and Hamas have agreed to a temporary pause in the war that will enable the release of about 50 people who have been held captive in Gaza since the Hamas armed group stormed southern Israel on October 7, in exchange for Palestinians held in Israeli jails. The Israeli cabinet backed the agreement after talks on aQatar-mediated dealthat continued into the early hours of Wednesday morning, with Israeli media reporting heated exchanges between ministers of Prime Minister Benjamin Netanyahu’s government. In the end, only three of the 38 members of the cabinet voted against the truce – National Security MinisterItamar Ben-Gvirand two other members of his far-right political party. The prime minister’s office said the deal would require Hamas to release at least 50 women and children during a four-day truce.  For every additional 10 hostages released, the pause would be extended by a day, it said, without mentioning the release of Palestinian prisoners in exchange. “Israel’s government is committed to return all the hostages home. Tonight, it approved the proposed deal as a first stage to achieving this goal,” it said in its brief statement. Hamas, which controls Gaza, also released a statement, confirming that 50 women and children held in the territory would be freed in exchange for Israel releasing 150 Palestinian women and children from Israeli jails. It said that Israel would also stop all military actions in Gaza and that hundreds of trucks carrying humanitarian, medical and fuel aid would be allowed into the territory.  This is a modal window. Beginning of dialog window. Escape will cancel and close the window. End of dialog window. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button. This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.  The accord is the first truce of a war in which Israel has flattened vast swaths of Gaza, which is home to about 2.3 million people. Palestinian officials say at least 14,100 people have been killed, while the United Nations says about 1.7 million people have been forced from their homes. Hamas killed at least 1,200 people in its attack on Israel. Officials from Qatar, the United States, Israel and Hamas have for days been suggesting a deal wasimminent. In a statement issued later, Qatar confirmed the “success” of mediation efforts, which also involved Egypt and the United States, and confirmed the broad parameters of the agreement. “The starting time of the pause will be announced within the next 24 hours and last for four days, subject to extension,” the statement said. It confirmed that humanitarian aid would be sent to Gaza and that 50 women and children held captive there would be released in exchange for “a number of Palestinian women and children detained in Israeli prisons”. The “number of those released will be increased in later stages of implementing the agreement,” it added without going into detail. Thanking the Qatar Emir, Sheikh Tamim bin Hamad Al Thani, and Egypt’s President, Abdel Fattah el-Sisi, for their “critical leadership and partnership”, US President Joe Biden welcomed the deal. “I look forward to speaking with each of these leaders and staying in close contact as we work to ensure this deal is carried through in its entirety,” the White House said in a statement. “It is important that all aspects of this deal be fully implemented.” Ahead of the meeting to discuss the deal, Netanyahu thanked Biden for his work to include more captives and fewer concessions in the agreement. “It took significant US pressure to get this deal done, which really tells you what it’s going to take in terms of US pressure to get something more permanent in place if not a transition to Palestinian self-rule of some kind,” James Dorsey, an honorary fellow at the National University of Singapore’s Middle East Institute, told Al Jazeera. Netanyahu stressed that Israel had no intention of ending the conflict. “We are at war and we will continue the war until we achieve all our goals,” he said in a recorded message. “To destroy Hamas, return all our hostages and ensure that no entity in Gaza can threaten Israel.” Still, some analysts said the international community should use the pause to try and secure a more lasting end to the fighting. “In the coming days, more aid will come in, more fuel, hopefully more medical supplies and the most seriously injured can be evacuated, but beyond that, in these coming days of pause, there needs to be massive pressure on Israel to not recommence the fighting at the end of this period,” said Antony Loewenstein, an independent journalist and author based in Australia. About 237 captives from Israel and several other countries are believed to be in Gaza, and Biden said some Americans would be released during the upcoming pause. Otherforeign nationalsare not thought to be part of the agreement. Hamas has released only four captives since the abductions took place more than a month ago – an Americanmother and her daughterandtwo elderly Israeli women. It has said some of the captives were killed in the Israeli bombardment. The al-Quds Brigades, the armed wing of the Palestinian Islamic Jihad group, which was also involved in Hamas’s October 7 raid, said late on Tuesday that one of the Israelis it was holding captive had died. “We previously expressed our willingness to release her for humanitarian reasons but the enemy was stalling and this led to her death,” they said on their Telegram channel.",
